code,SMILES,Metal,solvents,AATS5s,AATS6v,ATSC2dv,ATSC3dv,ATSC7dv,ATSC2s,ATSC3s,ATSC5m,ATSC6m,ATSC2v,ATSC5v,ATSC4pe,ATSC3i,AATSC4dv,AATSC5dv,AATSC2m,AATSC8v,PEOE_VSA10,SMR_VSA9,VSA_EState6,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,HBD,HBA,MPC,Boiling Point (°„C),PV
IXODUV,C1=CC(=CC=C1C(=O)O)C(=O)O,V,"1,3-cyclohexadiene",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,92.14,2.3,2.3,0,1,0.23,82,0.51212
IXOFEH,C1=CC(=CC=C1C(=O)O)C(=O)O,V,benzene,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,78.11,2.2,2.13,0,0,0.16,80.1,0.49238
IXOFOR,C1=CC(=CC=C1C(=O)O)C(=O)O,V,cyclohexane,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,84.16,2.02,3.44,0,2,0.17,80.7,0.49456
IXOFUX,C1=CC(=CC=C1C(=O)O)C(=O)O,V,cyclohexene,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,82.15,2.02,3.21,0,2,0.18,83,0.51344
IXOFUX01,C1=CC(=CC=C1C(=O)O)C(=O)O,V,cyclohexene,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,23,50.9415,179,3.6,12.4,51,6.746,6,82.15,2.02,3.21,0,2,0.18,83,0.51216
IXUQUO,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.14614
IXURAV,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,ethanol,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,46.07,24.3,-0.31,1,1,0.3,78.37,0.18232
IXUREZ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,ethanol,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,46.07,24.3,-0.31,1,1,0.3,78.37,0.32688
IXUWOO,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,dimethylformamide,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.29298
IYUHIU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,In,N-methylformamide,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,182,-0.1,1,2,0.26,163,0.515
IZUVUV,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,nitrobenzene,3.515151515,262.0000918,-9,-3,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,0,34.16356797,11.26185185,30,65.4,139,4.45,6.4,-60,9.394,7.134,123.11,35.3,1.6,1,5,0.21,210,0.50142
JALLOA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ce,"N,N-dimethylformamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,58,140.116,235,3.1,29.6,635,5.539,6.77,73.09,36.7,-0.85,1,2,0.37,153,0.65732
JASNAT,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,p-xylene,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,106.17,2.38,2.56,0,1.18,0.17,138,0.26076
JEZLAE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Mn,"N,N-dimethylformamide",5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,25,54.93804,197,3.72,9.4,-50,7.434,7.3,73.09,36.7,-0.85,1,2,0.37,153,0.16402
JIDKIT,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Zn,dimethylformamide,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.5683
JIXBUQ,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Cd,"N,N-dimethylformamide",3.406349206,195.1745665,7.122769064,-74.70308275,133.1195241,56.84442041,2.407427438,-499.7510135,345.1171454,-388.8149985,-209.4552147,-4.049456463,-11.4038192,-1.302707346,-0.35027428,0.034641831,-1.026993979,0,0,18.5093487,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.6525
JIZJOT,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,propan-1-ol,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,27,58.93319,192,4.3,7.5,64,7.881,8.86,60.1,18.8,-0.25,1,2,0.29,97.2,0.37358
JIZJUZ,C1=CC(=CC=C1C2=CC=NC=C2)C(=O)O,Co,benzene,3.049095607,151.2393531,-13.11111111,-36.33333333,5,17.3128858,0.935185185,16.02032455,305.4643367,-184.0296772,52.37720138,-0.875777778,-3.720835241,-0.789598109,0.413436693,-2.896483922,-16.56632117,0,11.12690298,10.54098356,27,58.93319,192,4.3,7.5,64,7.881,8.86,78.11,2.2,2.13,0,0,0.16,80.1,0.37516
JIZWIA,C1CC(CCC1C(=O)O)C(=O)O,Al,o-xylene,3.813131313,112.0619844,22.55555556,-37.47222222,52.55555556,49.25,-10.09027778,-209.0952711,197.5988695,-336.1865227,279.5326761,-2.853133333,-15.89026657,-1.164141414,-0.858585859,-0.07420273,-17.03418453,0,0,0,13,26.981538,184,3.23,8.3,42,5.986,2.7,106.17,2.38,3.2,0,1,0.19,144,0.28274
JIZWOG,C1CC(CCC1C(=O)O)C(=O)O,Al,p-xylene,3.813131313,112.0619844,22.55555556,-37.47222222,52.55555556,49.25,-10.09027778,-209.0952711,197.5988695,-336.1865227,279.5326761,-2.853133333,-15.89026657,-1.164141414,-0.858585859,-0.07420273,-17.03418453,0,0,0,13,26.981538,184,3.23,8.3,42,5.986,2.7,106.17,2.38,2.56,0,1.18,0.17,138,0.29304
JOCGEQ,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Cu,"N,N-dimethylformamide",3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,0.2273
JOTDEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Co,dimethylacetamide,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,27,58.93319,192,4.3,7.5,64,7.881,8.86,87.12,37.8,0.937,1,24.2,0.25,166,0.64662
JUJTAL,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,dimethylformamide,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.19758
JUNKIP,C1=CN=CC=C1C2=CC=NC=C2,Zn,dimethylformamide,2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.15434
JUYROM,C1=C(C=C(C=C1C(=O)O)O)C(=O)O,Zn,"N,N-dimethylacetamide",10.64102564,114.5120855,-0.872576177,-39.95567867,4.653739612,32.07910126,-26.71899046,341.0205921,-395.2272923,-82.49993911,-171.0374962,-2.251463989,-15.36591958,-0.159510619,1.383336885,1.746852814,76.06475325,5.749511833,5.749511833,2.938425926,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,32.2,-0.85,1,2,0.25,165.1,0.4615
KABXES,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,Sm,"N,N-dimethylformamide",8.08045977,155.0687468,10.24,-36.08,-47.6,52.95666667,-10.66333333,434.3616168,-77.80089334,-88.84582021,5.968041315,-4.57818,-16.83487397,-1.185,1.504827586,1.946496089,85.43943289,0,0,2.459537037,62,150.4,229,3.1,28.8,16,5.644,7.52,73.09,36.7,-0.85,1,2,0.37,153,0.0738
KABXIW,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,Pr,"N,N-dimethylformamide",8.08045977,155.0687468,10.24,-36.08,-47.6,52.95666667,-10.66333333,434.3616168,-77.80089334,-88.84582021,5.968041315,-4.57818,-16.83487397,-1.185,1.504827586,1.946496089,85.43943289,0,0,2.459537037,59,140.90766,239,3.1,28.2,93,5.464,6.77,73.09,36.7,-0.85,1,2,0.37,153,0.11038
KABXOC,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,Eu,"N,N-dimethylformamide",8.08045977,155.0687468,10.24,-36.08,-47.6,52.95666667,-10.66333333,434.3616168,-77.80089334,-88.84582021,5.968041315,-4.57818,-16.83487397,-1.185,1.504827586,1.946496089,85.43943289,0,0,2.459537037,63,151.964,233,3.1,27.7,83,5.67,5.24,73.09,36.7,-0.85,1,2,0.37,153,0.09154
KACZUM,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Zn,dimethylacetamide,9.730639731,123.3797369,3.08,-39.83,46.29,25.92444444,-42.98555556,-54.73138075,-103.1468025,-25.83376716,-40.33740763,0.20628,-17.00759267,-0.21,-0.244545455,2.545874964,-3.433618402,22.62592665,11.49902367,1.363333333,30,65.4,139,4.45,6.4,-60,9.394,7.134,87.12,37.8,0.937,1,24.2,0.25,166,0.24686
KANDAG,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.11954
KARLIA,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Ni,dimethylformamide,4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,28,58.693,163,4.4,6.8,112,7.64,8.912,73.09,36.7,-0.85,1,2,0.37,153,0.59146
KAVREG,C(=O)O,Co,diethylformamide,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,27,58.93319,192,4.3,7.5,64,7.881,8.86,89.13,37.7,-0.55,1,2,0.2,174,0.2209
KAVRIK,C(=O)O,Mg,diethylformamide,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,12,24.305,173,3.75,10.6,-40,7.646,1.74,89.13,37.7,-0.55,1,2,0.2,174,0.22668
KAVROQ,C(=O)O,Zn,diethylformamide,6.089439787,146.7274789,-8.64,-1.12,0,-2.16,-2.88,0,0,-82.42248586,0,0,0.431820984,-0.924871318,0.983015531,-22.0557955,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,89.13,37.7,-0.55,1,2,0.2,174,0.21896
KAVTEI,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,dimethylformamide,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.31422
KAYJUS,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.17836
KEFWEZ,C1=C(OC(=C1)C(=O)O)C(=O)O,Co,"N,N-dimethylformamide",5.619047619,144.6504787,9.333333333,-17.11111111,-28.88888889,24.21296296,0.904320988,-58.02430904,271.6055111,-141.6918397,-52.99056242,-2.905322222,2.728500953,-2.397660819,-0.222222222,2.702140678,81.84243715,0,0,2.178148148,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.47938
KEJBOQ,C1=CN=CC=C1C(=O)O,Cd,ethanol,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,48,112.41,158,4.33,7.2,-70,8.994,8.69,46.07,24.3,-0.31,1,1,0.3,78.37,0.13446
KEJHIQ,C1=CN=CC=C1C(=O)O,Cd,pyrazine,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,48,112.41,158,4.33,7.2,-70,8.994,8.69,80.1,3,0.75,0,1,0.2,115.1,0.24422
KEVLEE,C1=CN=CN1,Zn,pyridine,6.089439787,146.7274789,-15,-14,0,-2.052469136,-1.845679012,0,0,-133.4506,0,0.276033333,-1.484482744,4,0.983015531,-11.32507474,23.35832815,0,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,79.1,12.4,0.68,1,1,0.19,115,0.1998
KEXKAB,C(C(=O)O)C(=O)O,Zn,acetonitrile,6.5,31.08374443,-5.884297521,-61.68595041,0,25.94444444,-87.16666667,-221.0698163,71.43784074,-166.8862228,-51.03945649,3.333150413,-2.49472335,5.43553719,-7.537190083,7.201228534,23.35832815,6.420821623,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,41.05,37.5,0.34,0,1,0.26,81.6,0.10888
KEXPOU,C(C(=O)O)C(=O)O,Zn,acetonitrile,6.5,31.08374443,-5.884297521,-61.68595041,0,25.94444444,-87.16666667,-221.0698163,71.43784074,-166.8862228,-51.03945649,3.333150413,-2.49472335,5.43553719,-7.537190083,7.201228534,23.35832815,6.420821623,0,0,30,65.4,139,4.45,6.4,-60,9.394,7.134,41.05,37.5,0.34,0,1,0.26,81.6,0.12808
KIKFES,C1=CN=CC=C1C2=CC=NC=C2,Cd,"N,N-dimethylacetamide",2.5,116.6028796,-28.08,-29.42,1.69,-3.111111111,-2.666666667,87.61725472,77.00815584,-168.53654,-97.35287001,-0.031066,5.60363627,-0.325294118,0.585,-6.11030994,23.35832815,0,11.12690298,7.925925926,48,112.41,158,4.33,7.2,-70,8.994,8.69,87.12,32.2,-0.85,1,2,0.25,165.1,0.22274
KIXBOL,C1=CC(=NC=C1C(=O)O)C2=NC=C(C=C2)C(=O)O,In,acetonitrile,3.720867209,198.5794015,-1.668639053,-43.73964497,32.66863905,31.30177515,-5.586456279,-32.94045473,292.8465004,-140.2220272,281.4722231,-1.561618935,-19.25705899,-1.231715976,0.138115168,-0.39660291,-12.23068983,0,11.38785599,5.868414588,49,114.818,193,3.1,9.7,29,5.786,7.31,41.05,37.5,0.34,0,1,0.26,81.6,0.26918
KIYQOA,C1=CC(=NC=C1C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",5.16374269,170.4047194,3.847750865,-26.19377163,18.07958478,27.70319108,-5.801999231,-51.18037078,248.8391495,-104.8617421,176.0706254,-1.821666782,-8.349339334,-1.654491862,-0.142050628,0.791278768,-1.941508086,5.693927995,0,2.33787037,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.18382
KOGBAM,C1=CC(=CC=C1C(=O)O)C(=O)O,Co,dichloromethane,4.874396135,156.4726219,7.061728395,-31.37037037,22.85185185,33.27846365,-5.21399177,-48.09848646,299.9556375,-139.4970291,254.9866605,-2.510160494,-13.6613542,-1.742283951,-0.081052067,0.602016249,-3.796086632,0,0,5.022962963,27,58.93319,192,4.3,7.5,64,7.881,8.86,84.9,9.1,1.25,0,1,0.2,39.6,0.06702
KOGSOQ,C1=CC(=CC=C1C2=CC=C(C=C2)C(=O)O)C(=O)O,Zn,"N,N-diethylformamide",3.374485597,173.1150206,1,-45.5,4.75,37.63945578,2.885487528,-50.24567372,530.5430741,-205.9892564,208.2792469,-1.999238776,-13.72631812,-1.116666667,0.305555556,-0.675512816,-14.10257714,0,11.12690298,12.84127362,30,65.4,139,4.45,6.4,-60,9.394,7.134,101.14,36.7,0.945,1,19.9,0.2,152,0.39766
KOMLEG,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.07146
KOMMIL,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,"N,N-dimethylformamide",3.81712963,185.3665294,1.750297265,-61.79310345,34.89179548,36.66115075,-6.680076628,-113.0903355,355.1154057,-315.5260643,121.3910449,-3.370697979,-13.30086095,-1.511296076,-0.034284582,-0.011326782,-1.016590183,11.49902367,11.49902367,11.88033846,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.05082
KOPKUY,C1=CN=CC=C1C(=O)O,Cu,tetrahydrofuran,6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,29,63.55,140,4.48,6.7,119,7.726,8.933,72.1,7.58,0.888,1,19.9,0.22,66,0.28884
KOPLAF,C1=CN=CC=C1C(=O)O,Mg,"N,N-dimethylformamide",6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,12,24.305,173,3.75,10.6,-40,7.646,1.74,73.09,36.7,-0.85,1,2,0.37,153,0.1338
KOQLEK,C1=CN=CC=C1C(=O)O,Co,"N,N-dimethylformamide",6.083333333,49.71122125,-6.326530612,-20.7755102,0,14.82086168,-3.732993197,43.10140224,80.6431326,-126.5633675,153.9775161,-1.049444898,-5.761308638,-1.177228786,0.695578231,-3.129332876,23.35832815,0,0,2.893518519,27,58.93319,192,4.3,7.5,64,7.881,8.86,73.09,36.7,-0.85,1,2,0.37,153,0.31846
KUKHAB,C1=CC(=CC=C1C(=O)O)N(C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)C(=O)O,Zn,dimethylformamide,3.406349206,195.1745665,7.122769064,-74.70308275,133.1195241,56.84442041,2.407427438,-499.7510135,345.1171454,-388.8149985,-209.4552147,-4.049456463,-11.4038192,-1.302707346,-0.35027428,0.034641831,-1.026993979,0,0,18.5093487,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.17114
KUNRAO,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Zn,"N,N-dimethylformamide",4.208994709,173.8794816,0.888888889,-42.44444444,-25.77777778,37.77777778,-0.222222222,302.011838,-21.964198,-109.2228995,274.7735749,-1.979622222,-13.71323248,-0.811965812,0.706349206,0.202953053,22.0485913,0,0,9.148454271,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.29318
KUNSAP,C(=O)(C(=O)O)O,In,"N,N-dimethylformamide",1,146.7274789,5.5,-6.5,0,2.722222222,21.83333333,104.9856391,0,-88.06441393,69.19802825,-1.506975,0.069150389,-6.5625,14.0625,5.4849955,23.35832815,0,0,0,49,114.818,193,3.1,9.7,29,5.786,7.31,73.09,36.7,-0.85,1,2,0.37,153,0.40458
LABNAG,C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,Zn,santonin,3.515151515,262.0000918,-9,-3,-65.25,-1.925925926,-0.444444444,99.502764,-378.735348,-233.8056233,619.5860344,-1.238475,-29.09014543,-0.315217391,-0.295454545,-2.890111,-12.97988325,0,34.16356797,11.26185185,30,65.4,139,4.45,6.4,-60,9.394,7.134,276.3,,3.5,1,0,0.31,213,0.48736
LAFFEG02,C1=CC(=CC=C1C2=CC(=CC(=C2)C3=CC=C(C=C3)C(=O)O)C4=CC=C(C=C4)C(=O)O)C(=O)O,Zn,"N,N-dimethylformamide",3.05026455,228.168847,-6.633217993,-80.28373702,-33.34256055,59.14071511,5.958477509,148.3771986,511.8979713,-272.2080821,911.6421651,-2.7619609,-21.2120641,-0.719723183,0.171033119,-0.588251461,-3.294897112,0,33.38070895,25.42293713,30,65.4,139,4.45,6.4,-60,9.394,7.134,73.09,36.7,-0.85,1,2,0.37,153,0.35048
LARNEA,C1=C(OC(=C1)C(=O)O)C(=O)O,Cd,"N,N-dimethylformamide",5.619047619,144.6504787,9.333333333,-17.11111111,-28.88888889,24.21296296,0.904320988,-58.02430904,271.6055111,-141.6918397,-52.99056242,-2.905322222,2.728500953,-2.397660819,-0.222222222,2.702140678,81.84243715,0,0,2.178148148,48,112.41,158,4.33,7.2,-70,8.994,8.69,73.09,36.7,-0.85,1,2,0.37,153,0.24238
LASQON,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ni,methanol,6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,28,58.693,163,4.4,6.8,112,7.64,8.912,32.04,32.7,0.791,1,8.2,0.32,65,0.09834
LASYOU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C2=CC(=CC(=C2)C(=O)O)C(=O)O,Cu,dimethylformamide,5.132132132,215.6352135,2,-72,-76,70.44444444,-12,900.4250681,-387.2845392,-51.59703123,370.5888096,-4.511168166,-21.43958889,-0.475,1.162162162,1.543624954,1.889892347,0,11.12690298,6.464397203,29,63.55,140,4.48,6.7,119,7.726,8.933,73.09,36.7,-0.85,1,2,0.37,153,0.44954
LAVTAF,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Tb,"N,N-dimethylformamide",6.939393939,152.6444687,5.326530612,-48.48979592,-59.26530612,46.31972789,-18.31292517,539.7217501,-54.9712958,-55.01681737,15.28189589,-4.208271429,-17.17443023,-0.918367347,1.734693878,2.188865482,81.72840318,0,0,2.699722222,65,158.92535,221,3.1,25.5,112,5.864,8.23,73.09,36.7,-0.85,1,2,0.37,153,0.38372
